time_stamp,MAC_dst,MAC_src,ETher_type,ttl,proto,IP_src,IP_dst,sport,dport
1783817298.8662426,1c:ec:72:39:95:20,d4:e9:8a:f7:44:46,2048,128,6,172.16.1.47,121.53.221.108,41263,443
1783817298.8663394,1c:ec:72:39:95:20,d4:e9:8a:f7:44:46,2048,128,6,172.16.1.47,121.53.221.108,41263,443
1783817298.8663883,d4:e9:8a:f7:44:46,1c:ec:72:39:95:20,2048,44,6,121.53.221.108,172.16.1.47,443,41263
1783817298.8664308,d4:e9:8a:f7:44:46,1c:ec:72:39:95:20,2048,44,6,121.53.221.108,172.16.1.47,443,41263
1783817298.866473,d4:e9:8a:f7:44:46,1c:ec:72:39:95:20,2048,44,6,121.53.221.108,172.16.1.47,443,41263
1783817298.8665144,d4:e9:8a:f7:44:46,1c:ec:72:39:95:20,2048,44,6,121.53.221.108,172.16.1.47,443,41263
1783817298.866555,1c:ec:72:39:95:20,d4:e9:8a:f7:44:46,2048,128,6,172.16.1.47,121.53.221.108,41263,443
1783817298.8665957,d4:e9:8a:f7:44:46,1c:ec:72:39:95:20,2048,101,6,104.46.162.224,172.16.1.47,443,26701
1783817298.8666356,1c:ec:72:39:95:20,d4:e9:8a:f7:44:46,2048,128,6,172.16.1.47,121.53.221.108,41263,443
1783817298.866677,1c:ec:72:39:95:20,d4:e9:8a:f7:44:46,2048,128,6,172.16.1.47,121.53.221.108,41263,443
1783817298.866717,1c:ec:72:39:95:20,d4:e9:8a:f7:44:46,2048,128,6,172.16.1.47,121.53.221.108,41263,443
1783817298.8667564,d4:e9:8a:f7:44:46,1c:ec:72:39:95:20,2048,44,6,121.53.221.108,172.16.1.47,443,41263
1783817298.8667965,d4:e9:8a:f7:44:46,1c:ec:72:39:95:20,2048,44,6,121.53.221.108,172.16.1.47,443,41263
1783817298.8668356,d4:e9:8a:f7:44:46,1c:ec:72:39:95:20,2048,44,6,121.53.221.108,172.16.1.47,443,41263
1783817298.8668737,d4:e9:8a:f7:44:46,1c:ec:72:39:95:20,2048,44,6,121.53.221.108,172.16.1.47,443,41263
1783817298.8669133,1c:ec:72:39:95:20,d4:e9:8a:f7:44:46,2048,128,6,172.16.1.47,121.53.221.108,41263,443
1783817298.8669558,1c:ec:72:39:95:20,d4:e9:8a:f7:44:46,2048,128,6,172.16.1.47,121.53.221.108,41263,443
1783817298.8669982,1c:ec:72:39:95:20,d4:e9:8a:f7:44:46,2048,128,6,172.16.1.47,121.53.221.108,41263,443
1783817298.8670368,1c:ec:72:39:95:20,d4:e9:8a:f7:44:46,2048,128,6,172.16.1.47,121.53.221.108,41263,443
1783817298.8670747,d4:e9:8a:f7:44:46,1c:ec:72:39:95:20,2048,44,6,121.53.221.108,172.16.1.47,443,41263
1783817298.8671126,d4:e9:8a:f7:44:46,1c:ec:72:39:95:20,2048,44,6,121.53.221.108,172.16.1.47,443,41263
1783817298.8671505,d4:e9:8a:f7:44:46,1c:ec:72:39:95:20,2048,44,6,121.53.221.108,172.16.1.47,443,41263
1783817298.8671887,d4:e9:8a:f7:44:46,1c:ec:72:39:95:20,2048,44,6,121.53.221.108,172.16.1.47,443,41263
1783817298.8672264,1c:ec:72:39:95:20,d4:e9:8a:f7:44:46,2048,128,6,172.16.1.47,121.53.221.108,41263,443
1783817298.8672645,1c:ec:72:39:95:20,d4:e9:8a:f7:44:46,2048,128,6,172.16.1.47,121.53.221.108,41263,443
1783817298.8673177,01:00:5e:7f:ff:fa,2e:1b:a7:e7:6b:9f,2048,1,17,172.16.1.17,239.255.255.250,54341,1900
1783817298.8673677,01:00:5e:7f:ff:fa,2e:1b:a7:e7:6b:9f,2048,1,17,172.16.1.17,239.255.255.250,54341,1900
1783817298.8674114,01:00:5e:7f:ff:fa,2e:1b:a7:e7:6b:9f,2048,1,17,172.16.1.17,239.255.255.250,54341,1900
1783817298.867449,1c:ec:72:39:95:20,d4:e9:8a:f7:44:46,2048,128,6,172.16.1.47,146.75.49.91,32051,443
1783817298.8674874,1c:ec:72:39:95:20,d4:e9:8a:f7:44:46,2048,128,6,172.16.1.47,146.75.49.91,32051,443
1783817298.867526,1c:ec:72:39:95:20,d4:e9:8a:f7:44:46,2048,128,6,172.16.1.47,121.53.221.108,41263,443
1783817298.8675652,1c:ec:72:39:95:20,d4:e9:8a:f7:44:46,2048,128,6,172.16.1.47,121.53.221.108,41263,443
1783817298.8676178,d4:e9:8a:f7:44:46,1c:ec:72:39:95:20,2048,50,6,146.75.49.91,172.16.1.47,443,32051
1783817298.8676562,d4:e9:8a:f7:44:46,1c:ec:72:39:95:20,2048,50,6,146.75.49.91,172.16.1.47,443,32051
1783817298.867706,d4:e9:8a:f7:44:46,1c:ec:72:39:95:20,2048,44,6,121.53.221.108,172.16.1.47,443,41263
1783817298.8677444,d4:e9:8a:f7:44:46,1c:ec:72:39:95:20,2048,44,6,121.53.221.108,172.16.1.47,443,41263
1783817298.8677814,d4:e9:8a:f7:44:46,1c:ec:72:39:95:20,2048,44,6,121.53.221.108,172.16.1.47,443,41263
1783817298.8678203,1c:ec:72:39:95:20,d4:e9:8a:f7:44:46,2048,128,6,172.16.1.47,121.53.221.108,41263,443
1783817298.8678584,1c:ec:72:39:95:20,d4:e9:8a:f7:44:46,2048,128,6,172.16.1.47,121.53.221.108,41263,443
1783817298.8678958,d4:e9:8a:f7:44:46,1c:ec:72:39:95:20,2048,50,6,146.75.49.91,172.16.1.47,443,32051
1783817298.8679314,d4:e9:8a:f7:44:46,1c:ec:72:39:95:20,2048,50,6,146.75.49.91,172.16.1.47,443,32051
1783817298.8679705,1c:ec:72:39:95:20,d4:e9:8a:f7:44:46,2048,128,6,172.16.1.47,146.75.49.91,32051,443
1783817298.8680449,d4:e9:8a:f7:44:46,1c:ec:72:39:95:20,2048,51,17,168.126.63.1,172.16.1.47,53,63688
1783817298.8680818,1c:ec:72:39:95:20,d4:e9:8a:f7:44:46,2048,128,6,172.16.1.47,121.53.221.108,41263,443
1783817298.8681164,1c:ec:72:39:95:20,d4:e9:8a:f7:44:46,2048,128,6,172.16.1.47,121.53.221.108,41263,443
1783817298.8681536,1c:ec:72:39:95:20,d4:e9:8a:f7:44:46,2048,128,6,172.16.1.47,146.75.49.91,32051,443
1783817298.8681884,1c:ec:72:39:95:20,d4:e9:8a:f7:44:46,2048,128,6,172.16.1.47,146.75.49.91,32051,443
1783817298.8682237,d4:e9:8a:f7:44:46,1c:ec:72:39:95:20,2048,50,6,146.75.49.91,172.16.1.47,443,32051
1783817298.8682578,d4:e9:8a:f7:44:46,1c:ec:72:39:95:20,2048,50,6,146.75.49.91,172.16.1.47,443,32051
1783817298.868294,d4:e9:8a:f7:44:46,1c:ec:72:39:95:20,2048,44,6,121.53.221.108,172.16.1.47,443,41263
1783817298.8683362,d4:e9:8a:f7:44:46,1c:ec:72:39:95:20,2048,44,6,121.53.221.108,172.16.1.47,443,41263
1783817298.8683739,d4:e9:8a:f7:44:46,1c:ec:72:39:95:20,2048,44,6,121.53.221.108,172.16.1.47,443,41263
