time_stamp,MAC_dst,MAC_src,ETher_type,ttl,proto,IP_src,IP_dst,sport,dport
1783816026.9591153,18:bd:ad:17:b9:bf,d4:e9:8a:f7:44:46,2048,128,17,192.168.1.3,168.126.63.1,50596,53
1783816026.9591997,d4:e9:8a:f7:44:46,18:bd:ad:17:b9:bf,2048,51,17,168.126.63.1,192.168.1.3,53,50596
1783816026.9592638,18:bd:ad:17:b9:bf,d4:e9:8a:f7:44:46,2048,128,17,192.168.1.3,168.126.63.1,50597,53
1783816026.9593122,d4:e9:8a:f7:44:46,18:bd:ad:17:b9:bf,2048,51,17,168.126.63.1,192.168.1.3,53,50597
1783816026.9593787,18:bd:ad:17:b9:bf,d4:e9:8a:f7:44:46,2048,128,17,192.168.1.3,168.126.63.1,50598,53
1783816026.9594367,d4:e9:8a:f7:44:46,18:bd:ad:17:b9:bf,2048,51,17,168.126.63.1,192.168.1.3,53,50598
1783816026.959483,18:bd:ad:17:b9:bf,d4:e9:8a:f7:44:46,2048,128,17,192.168.1.3,168.126.63.1,50599,53
1783816026.9595356,d4:e9:8a:f7:44:46,18:bd:ad:17:b9:bf,2048,51,17,168.126.63.1,192.168.1.3,53,50599
1783816026.9595742,18:bd:ad:17:b9:bf,d4:e9:8a:f7:44:46,2048,128,6,192.168.1.3,20.184.175.0,22698,443
1783816026.959616,18:bd:ad:17:b9:bf,d4:e9:8a:f7:44:46,2048,128,17,192.168.1.3,168.126.63.1,50600,53
1783816026.9596553,d4:e9:8a:f7:44:46,18:bd:ad:17:b9:bf,2048,51,17,168.126.63.1,192.168.1.3,53,50600
1783816026.9597046,18:bd:ad:17:b9:bf,d4:e9:8a:f7:44:46,2048,128,17,192.168.1.3,168.126.63.1,50601,53
1783816026.9597468,d4:e9:8a:f7:44:46,18:bd:ad:17:b9:bf,2048,51,17,168.126.63.1,192.168.1.3,53,50601
1783816026.9597852,18:bd:ad:17:b9:bf,d4:e9:8a:f7:44:46,2048,128,17,192.168.1.3,168.126.63.1,50602,53
1783816026.959827,d4:e9:8a:f7:44:46,18:bd:ad:17:b9:bf,2048,51,17,168.126.63.1,192.168.1.3,53,50602
1783816026.959888,18:bd:ad:17:b9:bf,d4:e9:8a:f7:44:46,2048,128,17,192.168.1.3,168.126.63.1,50603,53
1783816026.9599395,d4:e9:8a:f7:44:46,18:bd:ad:17:b9:bf,2048,51,17,168.126.63.1,192.168.1.3,53,50603
1783816026.959986,18:bd:ad:17:b9:bf,d4:e9:8a:f7:44:46,2048,128,17,192.168.1.3,168.126.63.1,50604,53
1783816026.960036,d4:e9:8a:f7:44:46,18:bd:ad:17:b9:bf,2048,51,17,168.126.63.1,192.168.1.3,53,50604
1783816026.9600847,18:bd:ad:17:b9:bf,d4:e9:8a:f7:44:46,2048,128,17,192.168.1.3,168.126.63.1,50605,53
1783816026.9601338,d4:e9:8a:f7:44:46,18:bd:ad:17:b9:bf,2048,51,17,168.126.63.1,192.168.1.3,53,50605
1783816026.9601722,d4:e9:8a:f7:44:46,18:bd:ad:17:b9:bf,2048,99,6,20.184.175.0,192.168.1.3,443,22698
1783816026.9602132,18:bd:ad:17:b9:bf,d4:e9:8a:f7:44:46,2048,128,6,192.168.1.3,20.184.175.0,22698,443
1783816026.9602504,18:bd:ad:17:b9:bf,d4:e9:8a:f7:44:46,2048,128,6,192.168.1.3,20.184.175.0,22698,443
1783816026.9602966,18:bd:ad:17:b9:bf,d4:e9:8a:f7:44:46,2048,128,17,192.168.1.3,168.126.63.1,50606,53
1783816026.9603488,d4:e9:8a:f7:44:46,18:bd:ad:17:b9:bf,2048,51,17,168.126.63.1,192.168.1.3,53,50606
1783816026.9603937,18:bd:ad:17:b9:bf,d4:e9:8a:f7:44:46,2048,128,17,192.168.1.3,168.126.63.1,50607,53
1783816026.9604414,d4:e9:8a:f7:44:46,18:bd:ad:17:b9:bf,2048,51,17,168.126.63.1,192.168.1.3,53,50607
1783816026.9604857,18:bd:ad:17:b9:bf,d4:e9:8a:f7:44:46,2048,128,17,192.168.1.3,168.126.63.1,50608,53
1783816026.9605348,d4:e9:8a:f7:44:46,18:bd:ad:17:b9:bf,2048,51,17,168.126.63.1,192.168.1.3,53,50608
1783816026.9605713,18:bd:ad:17:b9:bf,d4:e9:8a:f7:44:46,2048,128,6,192.168.1.3,20.184.175.0,22699,443
1783816026.960616,18:bd:ad:17:b9:bf,d4:e9:8a:f7:44:46,2048,128,17,192.168.1.3,168.126.63.1,50609,53
1783816026.9606614,d4:e9:8a:f7:44:46,18:bd:ad:17:b9:bf,2048,51,17,168.126.63.1,192.168.1.3,53,50609
1783816026.960705,18:bd:ad:17:b9:bf,d4:e9:8a:f7:44:46,2048,128,17,192.168.1.3,168.126.63.1,50610,53
1783816026.9607527,d4:e9:8a:f7:44:46,18:bd:ad:17:b9:bf,2048,51,17,168.126.63.1,192.168.1.3,53,50610
1783816026.9607959,18:bd:ad:17:b9:bf,d4:e9:8a:f7:44:46,2048,128,17,192.168.1.3,168.126.63.1,50611,53
1783816026.9608333,d4:e9:8a:f7:44:46,18:bd:ad:17:b9:bf,2048,99,6,20.184.175.0,192.168.1.3,443,22698
1783816026.9608948,d4:e9:8a:f7:44:46,18:bd:ad:17:b9:bf,2048,51,17,168.126.63.1,192.168.1.3,53,50611
1783816026.9609373,18:bd:ad:17:b9:bf,d4:e9:8a:f7:44:46,2048,128,6,192.168.1.3,20.184.175.0,22698,443
1783816026.9610038,18:bd:ad:17:b9:bf,d4:e9:8a:f7:44:46,2048,128,17,192.168.1.3,168.126.63.1,50612,53
1783816026.9610484,d4:e9:8a:f7:44:46,18:bd:ad:17:b9:bf,2048,51,17,168.126.63.1,192.168.1.3,53,50612
1783816026.961091,18:bd:ad:17:b9:bf,d4:e9:8a:f7:44:46,2048,128,17,192.168.1.3,168.126.63.1,50613,53
1783816026.9611332,d4:e9:8a:f7:44:46,18:bd:ad:17:b9:bf,2048,51,17,168.126.63.1,192.168.1.3,53,50613
1783816026.9611864,18:bd:ad:17:b9:bf,d4:e9:8a:f7:44:46,2048,128,17,192.168.1.3,168.126.63.1,50614,53
1783816026.9612265,d4:e9:8a:f7:44:46,18:bd:ad:17:b9:bf,2048,51,17,168.126.63.1,192.168.1.3,53,50614
1783816026.961262,d4:e9:8a:f7:44:46,18:bd:ad:17:b9:bf,2048,99,6,20.184.175.0,192.168.1.3,443,22699
1783816026.9612963,18:bd:ad:17:b9:bf,d4:e9:8a:f7:44:46,2048,128,6,192.168.1.3,20.184.175.0,22699,443
1783816026.961333,18:bd:ad:17:b9:bf,d4:e9:8a:f7:44:46,2048,128,6,192.168.1.3,20.184.175.0,22699,443
1783816026.9613693,18:bd:ad:17:b9:bf,d4:e9:8a:f7:44:46,2048,128,6,192.168.1.3,23.202.97.41,62347,443
1783816026.9614294,18:bd:ad:17:b9:bf,d4:e9:8a:f7:44:46,2048,128,17,192.168.1.3,168.126.63.1,50615,53
1783816026.961467,d4:e9:8a:f7:44:46,18:bd:ad:17:b9:bf,2048,48,6,23.202.97.41,192.168.1.3,443,62347
1783816026.961507,d4:e9:8a:f7:44:46,18:bd:ad:17:b9:bf,2048,51,17,168.126.63.1,192.168.1.3,53,50615
1783816026.9615571,18:bd:ad:17:b9:bf,d4:e9:8a:f7:44:46,2048,128,17,192.168.1.3,168.126.63.1,50616,53
1783816026.961603,d4:e9:8a:f7:44:46,18:bd:ad:17:b9:bf,2048,51,17,168.126.63.1,192.168.1.3,53,50616
1783816026.9616466,18:bd:ad:17:b9:bf,d4:e9:8a:f7:44:46,2048,128,17,192.168.1.3,168.126.63.1,50617,53
1783816026.9616954,d4:e9:8a:f7:44:46,18:bd:ad:17:b9:bf,2048,51,17,168.126.63.1,192.168.1.3,53,50617
1783816026.9617321,d4:e9:8a:f7:44:46,18:bd:ad:17:b9:bf,2048,99,6,20.184.175.0,192.168.1.3,443,22698
1783816026.961767,d4:e9:8a:f7:44:46,18:bd:ad:17:b9:bf,2048,99,6,20.184.175.0,192.168.1.3,443,22698
1783816026.961801,18:bd:ad:17:b9:bf,d4:e9:8a:f7:44:46,2048,128,6,192.168.1.3,20.184.175.0,22698,443
1783816026.9618337,d4:e9:8a:f7:44:46,18:bd:ad:17:b9:bf,2048,99,6,20.184.175.0,192.168.1.3,443,22698
1783816026.9618678,d4:e9:8a:f7:44:46,18:bd:ad:17:b9:bf,2048,99,6,20.184.175.0,192.168.1.3,443,22698
1783816026.9619248,d4:e9:8a:f7:44:46,18:bd:ad:17:b9:bf,2048,99,6,20.184.175.0,192.168.1.3,443,22698
1783816026.961973,18:bd:ad:17:b9:bf,d4:e9:8a:f7:44:46,2048,128,6,192.168.1.3,20.184.175.0,22698,443
1783816026.9620116,18:bd:ad:17:b9:bf,d4:e9:8a:f7:44:46,2048,128,6,192.168.1.3,20.184.175.0,22698,443
1783816026.9620745,18:bd:ad:17:b9:bf,d4:e9:8a:f7:44:46,2048,128,17,192.168.1.3,168.126.63.1,50618,53
1783816026.962129,d4:e9:8a:f7:44:46,18:bd:ad:17:b9:bf,2048,51,17,168.126.63.1,192.168.1.3,53,50618
1783816026.962175,18:bd:ad:17:b9:bf,d4:e9:8a:f7:44:46,2048,128,17,192.168.1.3,168.126.63.1,50619,53
1783816026.9622219,d4:e9:8a:f7:44:46,18:bd:ad:17:b9:bf,2048,51,17,168.126.63.1,192.168.1.3,53,50619
1783816026.9622655,18:bd:ad:17:b9:bf,d4:e9:8a:f7:44:46,2048,128,17,192.168.1.3,168.126.63.1,50620,53
1783816026.9623265,d4:e9:8a:f7:44:46,18:bd:ad:17:b9:bf,2048,51,17,168.126.63.1,192.168.1.3,53,50620
1783816026.9623678,d4:e9:8a:f7:44:46,18:bd:ad:17:b9:bf,2048,99,6,20.184.175.0,192.168.1.3,443,22699
1783816026.9624193,18:bd:ad:17:b9:bf,d4:e9:8a:f7:44:46,2048,128,6,192.168.1.3,20.184.175.0,22699,443
1783816026.9624627,18:bd:ad:17:b9:bf,d4:e9:8a:f7:44:46,2048,128,17,192.168.1.3,168.126.63.1,50621,53
1783816026.962509,d4:e9:8a:f7:44:46,18:bd:ad:17:b9:bf,2048,51,17,168.126.63.1,192.168.1.3,53,50621
1783816026.9625525,18:bd:ad:17:b9:bf,d4:e9:8a:f7:44:46,2048,128,17,192.168.1.3,168.126.63.1,50622,53
1783816026.9626012,d4:e9:8a:f7:44:46,18:bd:ad:17:b9:bf,2048,51,17,168.126.63.1,192.168.1.3,53,50622
1783816026.962964,18:bd:ad:17:b9:bf,d4:e9:8a:f7:44:46,2048,128,17,192.168.1.3,168.126.63.1,50623,53
1783816026.9630487,d4:e9:8a:f7:44:46,18:bd:ad:17:b9:bf,2048,51,17,168.126.63.1,192.168.1.3,53,50623
1783816026.9630947,d4:e9:8a:f7:44:46,18:bd:ad:17:b9:bf,2048,99,6,20.184.175.0,192.168.1.3,443,22698
1783816026.963135,d4:e9:8a:f7:44:46,18:bd:ad:17:b9:bf,2048,99,6,20.184.175.0,192.168.1.3,443,22698
1783816026.9631817,18:bd:ad:17:b9:bf,d4:e9:8a:f7:44:46,2048,128,17,192.168.1.3,168.126.63.1,50624,53
1783816026.9632294,d4:e9:8a:f7:44:46,18:bd:ad:17:b9:bf,2048,51,17,168.126.63.1,192.168.1.3,53,50624
1783816026.9632797,18:bd:ad:17:b9:bf,d4:e9:8a:f7:44:46,2048,128,17,192.168.1.3,168.126.63.1,50625,53
1783816026.9633229,d4:e9:8a:f7:44:46,18:bd:ad:17:b9:bf,2048,51,17,168.126.63.1,192.168.1.3,53,50625
1783816026.9633658,18:bd:ad:17:b9:bf,d4:e9:8a:f7:44:46,2048,128,17,192.168.1.3,168.126.63.1,50626,53
1783816026.9634013,18:bd:ad:17:b9:bf,d4:e9:8a:f7:44:46,2048,128,6,192.168.1.3,20.184.175.0,22698,443
1783816026.9634442,d4:e9:8a:f7:44:46,18:bd:ad:17:b9:bf,2048,51,17,168.126.63.1,192.168.1.3,53,50626
1783816026.9634798,d4:e9:8a:f7:44:46,18:bd:ad:17:b9:bf,2048,99,6,20.184.175.0,192.168.1.3,443,22699
1783816026.9635148,d4:e9:8a:f7:44:46,18:bd:ad:17:b9:bf,2048,99,6,20.184.175.0,192.168.1.3,443,22699
1783816026.96355,18:bd:ad:17:b9:bf,d4:e9:8a:f7:44:46,2048,128,6,192.168.1.3,20.184.175.0,22699,443
1783816026.9635842,d4:e9:8a:f7:44:46,18:bd:ad:17:b9:bf,2048,99,6,20.184.175.0,192.168.1.3,443,22699
1783816026.9636178,d4:e9:8a:f7:44:46,18:bd:ad:17:b9:bf,2048,99,6,20.184.175.0,192.168.1.3,443,22699
