time_stamp,MAC_dst,MAC_src,ETher_type,ttl,proto,IP_src,IP_dst,sport,dport,Len
1783943698.2019587,24:b2:b9:63:90:49,18:bd:ad:17:b9:bf,2048,114,6,61.75.207.205,192.168.1.6,443,41038,2866
1783943698.2020175,d4:e9:8a:f7:44:46,24:b2:b9:63:90:49,2048,64,6,192.168.1.6,61.75.207.205,41038,443,66
1783943698.2020733,24:b2:b9:63:90:49,18:bd:ad:17:b9:bf,2048,114,6,61.75.207.205,192.168.1.6,443,41038,5666
1783943698.2021377,d4:e9:8a:f7:44:46,24:b2:b9:63:90:49,2048,64,6,192.168.1.6,61.75.207.205,41038,443,66
1783943698.2021968,24:b2:b9:63:90:49,18:bd:ad:17:b9:bf,2048,114,6,61.75.207.205,192.168.1.6,443,41038,2866
1783943698.202254,d4:e9:8a:f7:44:46,24:b2:b9:63:90:49,2048,64,6,192.168.1.6,61.75.207.205,41038,443,66
1783943698.2023098,24:b2:b9:63:90:49,18:bd:ad:17:b9:bf,2048,114,6,61.75.207.205,192.168.1.6,443,41038,2866
1783943698.202368,d4:e9:8a:f7:44:46,24:b2:b9:63:90:49,2048,64,6,192.168.1.6,61.75.207.205,41038,443,66
1783943698.202453,24:b2:b9:63:90:49,18:bd:ad:17:b9:bf,2048,114,6,61.75.207.205,192.168.1.6,443,41038,5666
1783943698.2025144,d4:e9:8a:f7:44:46,24:b2:b9:63:90:49,2048,64,6,192.168.1.6,61.75.207.205,41038,443,66
1783943698.2025685,24:b2:b9:63:90:49,18:bd:ad:17:b9:bf,2048,114,6,61.75.207.205,192.168.1.6,443,41038,2866
1783943698.2026317,d4:e9:8a:f7:44:46,24:b2:b9:63:90:49,2048,64,6,192.168.1.6,61.75.207.205,41038,443,66
1783943698.2026863,24:b2:b9:63:90:49,18:bd:ad:17:b9:bf,2048,114,6,61.75.207.205,192.168.1.6,443,41038,2866
1783943698.2027445,d4:e9:8a:f7:44:46,24:b2:b9:63:90:49,2048,64,6,192.168.1.6,61.75.207.205,41038,443,66
1783943698.202801,24:b2:b9:63:90:49,18:bd:ad:17:b9:bf,2048,114,6,61.75.207.205,192.168.1.6,443,41038,5666
1783943698.2028592,d4:e9:8a:f7:44:46,24:b2:b9:63:90:49,2048,64,6,192.168.1.6,61.75.207.205,41038,443,66
1783943698.2029166,24:b2:b9:63:90:49,18:bd:ad:17:b9:bf,2048,114,6,61.75.207.205,192.168.1.6,443,41038,2866
1783943698.2029762,d4:e9:8a:f7:44:46,24:b2:b9:63:90:49,2048,64,6,192.168.1.6,61.75.207.205,41038,443,66
1783943698.203033,24:b2:b9:63:90:49,18:bd:ad:17:b9:bf,2048,114,6,61.75.207.205,192.168.1.6,443,41038,2866
1783943698.2030883,d4:e9:8a:f7:44:46,24:b2:b9:63:90:49,2048,64,6,192.168.1.6,61.75.207.205,41038,443,66
1783943698.2031431,24:b2:b9:63:90:49,18:bd:ad:17:b9:bf,2048,114,6,61.75.207.205,192.168.1.6,443,41038,2866
1783943698.2031994,d4:e9:8a:f7:44:46,24:b2:b9:63:90:49,2048,64,6,192.168.1.6,61.75.207.205,41038,443,66
1783943698.203252,24:b2:b9:63:90:49,18:bd:ad:17:b9:bf,2048,114,6,61.75.207.205,192.168.1.6,443,41038,5666
1783943698.2033079,d4:e9:8a:f7:44:46,24:b2:b9:63:90:49,2048,64,6,192.168.1.6,61.75.207.205,41038,443,66
1783943698.2033617,24:b2:b9:63:90:49,18:bd:ad:17:b9:bf,2048,114,6,61.75.207.205,192.168.1.6,443,41038,2866
1783943698.2034464,d4:e9:8a:f7:44:46,24:b2:b9:63:90:49,2048,64,6,192.168.1.6,61.75.207.205,41038,443,66
1783943698.203513,24:b2:b9:63:90:49,18:bd:ad:17:b9:bf,2048,114,6,61.75.207.205,192.168.1.6,443,41038,2866
1783943698.2035792,d4:e9:8a:f7:44:46,24:b2:b9:63:90:49,2048,64,6,192.168.1.6,61.75.207.205,41038,443,66
1783943698.2036326,24:b2:b9:63:90:49,18:bd:ad:17:b9:bf,2048,114,6,61.75.207.205,192.168.1.6,443,41038,2866
1783943698.2036908,d4:e9:8a:f7:44:46,24:b2:b9:63:90:49,2048,64,6,192.168.1.6,61.75.207.205,41038,443,66
1783943698.2037957,24:b2:b9:63:90:49,18:bd:ad:17:b9:bf,2048,114,6,61.75.207.205,192.168.1.6,443,41038,2866
1783943698.2038624,d4:e9:8a:f7:44:46,24:b2:b9:63:90:49,2048,64,6,192.168.1.6,61.75.207.205,41038,443,66
1783943698.2039194,24:b2:b9:63:90:49,18:bd:ad:17:b9:bf,2048,114,6,61.75.207.205,192.168.1.6,443,41038,2866
1783943698.203976,d4:e9:8a:f7:44:46,24:b2:b9:63:90:49,2048,64,6,192.168.1.6,61.75.207.205,41038,443,66
1783943698.2040312,24:b2:b9:63:90:49,18:bd:ad:17:b9:bf,2048,114,6,61.75.207.205,192.168.1.6,443,41038,2866
1783943698.2040973,d4:e9:8a:f7:44:46,24:b2:b9:63:90:49,2048,64,6,192.168.1.6,61.75.207.205,41038,443,66
1783943698.2041574,24:b2:b9:63:90:49,18:bd:ad:17:b9:bf,2048,114,6,61.75.207.205,192.168.1.6,443,41038,2866
1783943698.2042332,d4:e9:8a:f7:44:46,24:b2:b9:63:90:49,2048,64,6,192.168.1.6,61.75.207.205,41038,443,66
1783943698.204318,24:b2:b9:63:90:49,18:bd:ad:17:b9:bf,2048,114,6,61.75.207.205,192.168.1.6,443,41038,2866
1783943698.2044184,24:b2:b9:63:90:49,18:bd:ad:17:b9:bf,2048,114,6,61.75.207.205,192.168.1.6,443,41038,5666
1783943698.2044902,d4:e9:8a:f7:44:46,24:b2:b9:63:90:49,2048,64,6,192.168.1.6,61.75.207.205,41038,443,66
1783943698.2045538,d4:e9:8a:f7:44:46,24:b2:b9:63:90:49,2048,64,6,192.168.1.6,61.75.207.205,41038,443,66
1783943698.2046075,24:b2:b9:63:90:49,18:bd:ad:17:b9:bf,2048,114,6,61.75.207.205,192.168.1.6,443,41038,2866
1783943698.2046695,d4:e9:8a:f7:44:46,24:b2:b9:63:90:49,2048,64,6,192.168.1.6,61.75.207.205,41038,443,66
1783943698.2047276,24:b2:b9:63:90:49,18:bd:ad:17:b9:bf,2048,114,6,61.75.207.205,192.168.1.6,443,41038,2866
1783943698.2047865,d4:e9:8a:f7:44:46,24:b2:b9:63:90:49,2048,64,6,192.168.1.6,61.75.207.205,41038,443,66
1783943698.2048407,24:b2:b9:63:90:49,18:bd:ad:17:b9:bf,2048,114,6,61.75.207.205,192.168.1.6,443,41038,2866
1783943698.2048986,d4:e9:8a:f7:44:46,24:b2:b9:63:90:49,2048,64,6,192.168.1.6,61.75.207.205,41038,443,66
1783943698.2049534,24:b2:b9:63:90:49,18:bd:ad:17:b9:bf,2048,114,6,61.75.207.205,192.168.1.6,443,41038,2866
1783943698.2050102,d4:e9:8a:f7:44:46,24:b2:b9:63:90:49,2048,64,6,192.168.1.6,61.75.207.205,41038,443,66
1783943698.205063,24:b2:b9:63:90:49,18:bd:ad:17:b9:bf,2048,114,6,61.75.207.205,192.168.1.6,443,41038,2866
1783943698.205121,d4:e9:8a:f7:44:46,24:b2:b9:63:90:49,2048,64,6,192.168.1.6,61.75.207.205,41038,443,66
